episode,reward,shortage,wastage,epsilon
188,-1426.7075442738003,1426.7075442738003,0.0,0.3897078735047413
189,-1383.0707254919992,1383.0707254919992,0.0,0.3877593341372176
190,-1246.6618917310057,1246.6618917310057,0.0,0.3858205374665315
191,-1299.72119140625,1299.72119140625,0.0,0.38389143477919885
192,-1497.2167968750002,1497.2167968750002,0.0,0.3819719776053028
193,-1560.4010416666667,1560.4010416666667,0.0,0.3800621177172763
194,-1440.915676608084,1440.915676608084,0.0,0.37816180712868996
195,-1445.0457356770833,1445.0457356770833,0.0,0.37627099809304654
196,-1625.0625,1625.0625,0.0,0.3743896431025813
197,-1426.0,1426.0,0.0,0.37251769488706843
198,-1547.2433431942814,1547.2433431942814,0.0,0.3706551064126331
199,-1454.062282791847,1454.062282791847,0.0,0.36880183088056995
200,-1317.0000000000005,1317.0000000000005,0.0,0.3669578217261671
201,-1488.077907986111,1488.077907986111,0.0,0.36512303261753626
202,-1491.241023924888,1491.241023924888,0.0,0.3632974174544486
203,-1268.6972475405094,1268.6972475405094,0.0,0.3614809303671764
204,-1379.8085496690537,1379.8085496690537,0.0,0.3596735257153405
205,-1380.9999999999995,1380.9999999999995,0.0,0.3578751580867638
206,-1468.1616210937498,1468.1616210937498,0.0,0.35608578229633
207,-1466.5,1466.5,0.0,0.3543053533848483
208,-1602.5287068684893,1602.5287068684893,0.0,0.35253382661792404
209,-1316.0000000000005,1309.0000000000005,7.0,0.3507711574848344
210,-1423.9999999999998,1423.9999999999998,0.0,0.34901730169741024
211,-1333.4062499999998,1333.4062499999998,0.0,0.3472722151889232
212,-1461.2500000000002,1461.2500000000002,0.0,0.3455358541129786
213,-1415.1161549886062,1415.1161549886062,0.0,0.3438081748424137
214,-1455.7173145280942,1455.7173145280942,0.0,0.3420891339682016
215,-1448.8865032196043,1448.8865032196043,0.0,0.3403786882983606
216,-1615.8333333333333,1615.8333333333333,0.0,0.3386767948568688
217,-1396.858926872964,1396.858926872964,0.0,0.33698341088258443
218,-1295.249545097351,1295.249545097351,0.0,0.3352984938281715
219,-1468.8861490885415,1468.8861490885415,0.0,0.33362200135903064
220,-1405.3750000000007,1405.3750000000007,0.0,0.33195389135223546
221,-1433.1249999999998,1433.1249999999998,0.0,0.3302941218954743
222,-1441.0,1441.0,0.0,0.32864265128599696
223,-1519.5432739257806,1519.5432739257806,0.0,0.326999438029567
224,-1255.0,1255.0,0.0,0.3253644408394192
225,-1498.4999999999998,1498.4999999999998,0.0,0.3237376186352221
226,-1427.0,1427.0,0.0,0.322118930542046
227,-1527.5008296966553,1527.5008296966553,0.0,0.32050833588933575
228,-1379.0000000000002,1376.0000000000002,3.0,0.31890579420988907
229,-1504.15661441189,1504.15661441189,0.0,0.3173112652388396
230,-1586.4863688151045,1586.4863688151045,0.0,0.3157247089126454
231,-1346.0,1346.0,0.0,0.3141460853680822
232,-1423.2760416666667,1423.2760416666667,0.0,0.3125753549412418
233,-1468.458333333333,1468.458333333333,0.0,0.31101247816653554
234,-1360.3498263888887,1360.3498263888887,0.0,0.30945741577570285
235,-1513.0000000000005,1513.0000000000005,0.0,0.3079101286968243
236,-1412.919372558594,1412.919372558594,0.0,0.3063705780533402
237,-1362.0388738711677,1362.0388738711677,0.0,0.30483872516307353
238,-1444.929826999761,1444.929826999761,0.0,0.3033145315372582
239,-1634.9192708333333,1634.9192708333333,0.0,0.3017979588795719
240,-1445.0853090370094,1445.0853090370094,0.0,0.30028896908517405
241,-1479.25,1479.25,0.0,0.2987875242397482
242,-1631.6903463943027,1631.6903463943027,0.0,0.29729358661854943
243,-1386.545428240741,1386.545428240741,0.0,0.29580711868545667
244,-1430.3791543070533,1415.3791543070533,15.0,0.2943280830920294
245,-1352.4999999999998,1352.4999999999998,0.0,0.29285644267656924
246,-1445.0,1445.0,0.0,0.2913921604631864
247,-1463.0625000000005,1462.0625000000005,1.0,0.28993519966087045
248,-1558.955159505208,1558.955159505208,0.0,0.2884855236625661
249,-1531.9999999999998,1531.9999999999998,0.0,0.28704309604425327
250,-1491.6853298611113,1491.6853298611113,0.0,0.285607880564032
251,-1420.3888888888891,1420.3888888888891,0.0,0.28417984116121187
252,-1407.3333333333333,1407.3333333333333,0.0,0.2827589419554058
253,-1546.203560228701,1546.203560228701,0.0,0.28134514724562876
254,-1377.2500000000005,1377.2500000000005,0.0,0.2799384215094006
255,-1512.4022861056856,1512.4022861056856,0.0,0.27853872940185365
256,-1532.4999999999998,1532.4999999999998,0.0,0.27714603575484437
257,-1455.5842013888894,1455.5842013888894,0.0,0.2757603055760701
258,-1419.96875,1416.96875,3.0,0.2743815040481898
259,-1540.6875,1540.6875,0.0,0.2730095965279488
260,-1410.6253289116753,1410.6253289116753,0.0,0.27164454854530906
261,-1464.4429012345677,1464.4429012345677,0.0,0.2702863258025825
262,-1533.2087594491466,1533.2087594491466,0.0,0.2689348941735696
263,-1411.3125,1411.3125,0.0,0.26759021970270175
264,-1395.8952345671476,1395.8952345671476,0.0,0.2662522686041882
265,-1458.6875000000005,1458.6875000000005,0.0,0.2649210072611673
266,-1500.609375,1489.609375,11.0,0.26359640222486147
267,-1565.3749999999993,1565.3749999999993,0.0,0.26227842021373715
268,-1485.0,1485.0,0.0,0.2609670281126685
269,-1500.4001464843745,1500.4001464843745,0.0,0.25966219297210513
270,-1397.7536621093755,1397.7536621093755,0.0,0.2583638820072446
271,-1605.0,1605.0,0.0,0.2570720625972084
272,-1438.361400462963,1437.361400462963,1.0,0.25578670228422234
273,-1448.9999999999998,1448.9999999999998,0.0,0.25450776877280124
274,-1491.6622384654142,1491.6622384654142,0.0,0.2532352299289372
275,-1433.1562500000002,1433.1562500000002,0.0,0.2519690537792925
276,-1449.0176881684197,1449.0176881684197,0.0,0.2507092085103961
277,-1589.7500000000002,1589.7500000000002,0.0,0.2494556624678441
278,-1328.0000000000002,1328.0000000000002,0.0,0.24820838415550486
279,-1390.01694894759,1390.01694894759,0.0,0.24696734223472733
280,-1474.6328125,1474.6328125,0.0,0.2457325055235537
281,-1455.0000000000007,1455.0000000000007,0.0,0.24450384299593592
282,-1333.1833577765751,1329.1833577765751,4.0,0.24328132378095624
283,-1472.2037037037035,1472.2037037037035,0.0,0.24206491716205145
284,-1506.0000000000002,1506.0000000000002,0.0,0.2408545925762412
285,-1332.7078450520835,1332.7078450520835,0.0,0.23965031961336
286,-1681.5587836371528,1681.5587836371528,0.0,0.2384520680152932
287,-1275.833333333333,1275.833333333333,0.0,0.23725980767521673
288,-1311.9999999999995,1311.9999999999995,0.0,0.23607350863684065
289,-1303.6230468749998,1303.6230468749998,0.0,0.23489314109365644
290,-1410.0625,1410.0625,0.0,0.23371867538818816
291,-1404.7864583333337,1400.7864583333337,4.0,0.23255008201124722
292,-1422.5833333333333,1422.5833333333333,0.0,0.231387331601191
293,-1465.151041666667,1465.151041666667,0.0,0.23023039494318503
294,-1528.15625,1528.15625,0.0,0.2290792429684691
295,-1574.8911876286008,1574.8911876286008,0.0,0.22793384675362674
296,-1459.2138129340276,1459.2138129340276,0.0,0.22679417751985861
297,-1566.4999999999995,1566.4999999999995,0.0,0.22566020663225933
298,-1337.0,1337.0,0.0,0.22453190559909803
299,-1521.1249999999998,1521.1249999999998,0.0,0.22340924607110255
300,-1526.8259991672294,1526.8259991672294,0.0,0.22229219984074702
301,-1371.0000000000005,1371.0000000000005,0.0,0.2211807388415433
302,-1314.2866346571177,1314.2866346571177,0.0,0.22007483514733558
303,-1522.0000000000005,1522.0000000000005,0.0,0.2189744609715989
304,-1477.5380859375005,1477.5380859375005,0.0,0.2178795886667409
305,-1272.0312499999998,1272.0312499999998,0.0,0.2167901907234072
306,-1561.75,1561.75,0.0,0.21570623976979014
307,-1500.332180341085,1500.332180341085,0.0,0.21462770857094118
308,-1328.540547688802,1328.540547688802,0.0,0.21355457002808648
309,-1367.0,1367.0,0.0,0.21248679717794605
310,-1577.8125,1577.8125,0.0,0.21142436319205632
311,-1335.0,1335.0,0.0,0.21036724137609603
312,-1511.0,1511.0,0.0,0.20931540516921554
313,-1384.7285595957308,1380.7285595957308,4.0,0.20826882814336947
314,-1446.0,1446.0,0.0,0.20722748400265262
315,-1398.0039220157873,1398.0039220157873,0.0,0.20619134658263935
316,-1459.9814814814818,1459.9814814814818,0.0,0.20516038984972615
317,-1430.9001665782537,1430.9001665782537,0.0,0.2041345879004775
318,-1343.3621773189966,1343.3621773189966,0.0,0.2031139149609751
319,-1580.7500000000002,1580.7500000000002,0.0,0.20209834538617025
320,-1416.0000000000002,1416.0000000000002,0.0,0.2010878536592394
321,-1579.534911197093,1579.534911197093,0.0,0.2000824143909432
322,-1363.0000000000002,1363.0000000000002,0.0,0.19908200231898848
323,-1459.5416666666663,1459.5416666666663,0.0,0.19808659230739353
324,-1491.7712191358028,1491.7712191358028,0.0,0.19709615934585656
325,-1506.5090568359517,1506.5090568359517,0.0,0.19611067854912728
326,-1401.6484375,1401.6484375,0.0,0.19513012515638165
327,-1199.6342190715018,1199.6342190715018,0.0,0.19415447453059972
328,-1482.0000000000005,1482.0000000000005,0.0,0.19318370215794672
329,-1541.7343750000002,1541.7343750000002,0.0,0.192217783647157
330,-1414.1671142578125,1414.1671142578125,0.0,0.1912566947289212
331,-1281.5564236111113,1281.5564236111113,0.0,0.1903004112552766
332,-1573.075152079264,1573.075152079264,0.0,0.18934890919900021
333,-1557.89453125,1557.89453125,0.0,0.18840216465300522
334,-1480.400651799308,1480.400651799308,0.0,0.18746015382974018
335,-1484.9280327690972,1484.9280327690972,0.0,0.1865228530605915
336,-1472.1552056206592,1472.1552056206592,0.0,0.18559023879528855
337,-1415.5891025940061,1415.5891025940061,0.0,0.1846622876013121
338,-1304.3983892746917,1304.3983892746917,0.0,0.18373897616330553
339,-1696.3281250000007,1696.3281250000007,0.0,0.182820281282489
340,-1372.3543836805554,1372.3543836805554,0.0,0.18190617987607657
341,-1494.9999999999995,1494.9999999999995,0.0,0.18099664897669618
342,-1269.0312499999995,1269.0312499999995,0.0,0.1800916657318127
343,-1406.2499999999998,1406.2499999999998,0.0,0.17919120740315364
344,-1326.9303385416667,1326.9303385416667,0.0,0.17829525136613786
345,-1471.25,1470.25,1.0,0.17740377510930716
346,-1526.1258198302469,1526.1258198302469,0.0,0.17651675623376062
347,-1322.8125000000005,1322.8125000000005,0.0,0.1756341724525918
348,-1334.3886096830718,1334.3886096830718,0.0,0.17475600159032884
349,-1403.4843749999995,1403.4843749999995,0.0,0.17388222158237718
350,-1324.0,1324.0,0.0,0.1730128104744653
351,-1473.0,1473.0,0.0,0.17214774642209296
352,-1535.1699467411745,1535.1699467411745,0.0,0.1712870076899825
353,-1408.0000000000005,1406.0000000000005,2.0,0.17043057265153258
354,-1559.1729600694448,1559.1729600694448,0.0,0.16957841978827493
355,-1373.3593750000002,1373.3593750000002,0.0,0.16873052768933355
356,-1388.8906250000005,1388.8906250000005,0.0,0.1678868750508869
357,-1472.0,1472.0,0.0,0.16704744067563246
358,-1499.9177517361106,1499.9177517361106,0.0,0.1662122034722543
359,-1488.9751157407413,1488.9751157407413,0.0,0.16538114245489302
360,-1292.9374999999998,1292.9374999999998,0.0,0.16455423674261854
361,-1565.0,1565.0,0.0,0.16373146555890544
362,-1459.0494791666667,1459.0494791666667,0.0,0.16291280823111093
363,-1533.709994157155,1533.709994157155,0.0,0.16209824418995536
364,-1553.2896163375287,1553.2896163375287,0.0,0.16128775296900558
365,-1470.0000000000002,1470.0000000000002,0.0,0.16048131420416054
366,-1401.7500000000002,1401.7500000000002,0.0,0.15967890763313974
367,-1509.0000000000002,1509.0000000000002,0.0,0.15888051309497406
368,-1409.0078125,1400.0078125,9.0,0.1580861105294992
369,-1461.9243875152783,1461.9243875152783,0.0,0.1572956799768517
370,-1568.6874999999998,1568.6874999999998,0.0,0.15650920157696743
371,-1589.0020764432002,1589.0020764432002,0.0,0.1557266555690826
372,-1375.2141147196292,1375.2141147196292,0.0,0.1549480222912372
373,-1324.6249999999998,1324.6249999999998,0.0,0.15417328217978102
374,-1459.7499999999995,1459.7499999999995,0.0,0.1534024157688821
375,-1494.6940104166674,1494.6940104166674,0.0,0.1526354036900377
376,-1523.7187500000005,1521.7187500000005,2.0,0.1518722266715875
377,-1485.388671875,1485.388671875,0.0,0.15111286553822956
378,-1499.1874999999998,1499.1874999999998,0.0,0.15035730121053842
379,-1321.212448559671,1321.212448559671,0.0,0.14960551470448571
380,-1361.3749999999998,1361.3749999999998,0.0,0.14885748713096328
381,-1641.5938032173813,1641.5938032173813,0.0,0.14811319969530845
382,-1470.0000000000002,1470.0000000000002,0.0,0.1473726336968319
383,-1294.128126504163,1294.128126504163,0.0,0.14663577052834775
384,-1311.7369791666667,1311.7369791666667,0.0,0.14590259167570602
385,-1365.5746527777787,1365.5746527777787,0.0,0.1451730787173275
386,-1284.0,1284.0,0.0,0.14444721332374086
387,-1441.7500000000005,1441.7500000000005,0.0,0.14372497725712216
388,-1386.96875,1386.96875,0.0,0.14300635237083656
389,-1375.5,1375.5,0.0,0.14229132060898236
390,-1296.5712178548179,1296.5712178548179,0.0,0.14157986400593744
391,-1384.4166666666663,1384.4166666666663,0.0,0.14087196468590776
392,-1554.9999999999995,1548.9999999999998,6.0,0.14016760486247823
393,-1709.5719493043762,1709.5719493043762,0.0,0.13946676683816583
394,-1522.125,1522.125,0.0,0.138769433003975
395,-1554.675365306713,1554.675365306713,0.0,0.13807558583895513
396,-1409.113610104796,1409.113610104796,0.0,0.13738520790976036
397,-1526.0624999999998,1526.0624999999998,0.0,0.13669828187021155
398,-1368.422773361206,1368.422773361206,0.0,0.13601479046086049
399,-1476.2599283854165,1476.2599283854165,0.0,0.1353347165085562
400,-1565.3749999999998,1565.3749999999998,0.0,0.1346580429260134
401,-1517.7513605753577,1510.7513605753577,7.0,0.13398475271138335
402,-1570.5585937500002,1570.5585937500002,0.0,0.13331482894782642
403,-1488.2499999999998,1488.2499999999998,0.0,0.13264825480308728
404,-1314.5185038778518,1314.5185038778518,0.0,0.13198501352907185
405,-1482.0000000000002,1482.0000000000002,0.0,0.1313250884614265
406,-1400.6249999999998,1400.6249999999998,0.0,0.13066846301911936
407,-1412.7581383613526,1412.7581383613526,0.0,0.13001512070402377
408,-1361.3609831068252,1361.3609831068252,0.0,0.12936504510050365
409,-1524.6666666666665,1524.6666666666665,0.0,0.12871821987500112
410,-1427.5625,1424.5625,3.0,0.12807462877562611
411,-1503.0000000000002,1503.0000000000002,0.0,0.12743425563174798
412,-1448.416666666667,1448.416666666667,0.0,0.12679708435358925
413,-1516.943142361111,1516.943142361111,0.0,0.1261630989318213
414,-1443.6875000000002,1443.6875000000002,0.0,0.1255322834371622
415,-1431.3845951292249,1431.3845951292249,0.0,0.12490462201997637
416,-1315.0023190205263,1315.0023190205263,0.0,0.1242800989098765
417,-1342.5846354166667,1342.5846354166667,0.0,0.12365869841532712
418,-1455.0,1455.0,0.0,0.12304040492325048
419,-1624.2846776057725,1624.2846776057725,0.0,0.12242520289863423
420,-1458.5064175923665,1458.5064175923665,0.0,0.12181307688414106
421,-1473.5623041788735,1473.5623041788735,0.0,0.12120401149972035
422,-1551.975341796874,1551.975341796874,0.0,0.12059799144222175
423,-1209.5850542430526,1209.5850542430526,0.0,0.11999500148501063
424,-1509.5533854166665,1509.5533854166665,0.0,0.11939502647758558
425,-1475.0,1475.0,0.0,0.11879805134519765
426,-1420.000000000001,1420.000000000001,0.0,0.11820406108847166
427,-1518.0,1518.0,0.0,0.1176130407830293
428,-1473.9999999999998,1473.9999999999998,0.0,0.11702497557911415
429,-1279.8925594753694,1275.8925594753694,4.0,0.11643985070121858
